QGC WPL 110
0	1	0	16	0	0	0	0	-35.337535	149.135191	584.000000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.339731	149.134458	40.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.340501	149.129223	40.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.339556	149.126326	40.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.339708	149.123068	40.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.339708	149.123068	40.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.339556	149.126326	40.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.340501	149.129223	40.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.339731	149.134458	40.000000	1
9	1	0	16	0	0	0	0	-35.337535	149.135191	0.000000	1
